DATOS,PAÍS,ODS,INDICADOR ODS,TIPO DE FUENTE,FUENTE,MÉTODO DE RECOLECCIÓN,OBJETIVO DE LOS DATOS,LEGISLACIÓN RECOLECCIÓN,LEGISLACIÓN CONFIDENCIALIDAD,LEGISLACIÓN RESTRICCIÓN A LA COMERCIALIZACIÓN,VARIABLES,INFORMACIÓN GENERADA,DESAGREGACIÓN GEOGRÁFICA,DISPONIBLE EN LÍNEA,FORMATO,DISPONIBLE EN,FECHA DE CONSULTA,PERIODICIDAD DE DIFUSIÓN,ÚLTIMA PUBLICACIÓN,CATEGORIAS USUARIOS,USUARIOS DE LA INFORMACIÓN,"CONSULTADO EN 
",OBSERVACIONES
PERSONAS DE CINCO AÑOS Y MÁS REGISTRADAS EN EL SIPO 2012 - CARACTERIZACION Y CATEGORIZACION,COSTA RICA,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,INSTITUTO MIXTO DE AYUDA SOCIAL (IMAS),REGISTRO ADMINISTRATIVO,"Presentar informe de las personas registradas en su Sistema de información de la población SIPO 2012, así como su caracterización, para la toma de decisiones y para promover oportunidades, servicios y recursos con la participación activa de diferentes actores sociales y con transparencia, espíritu de servicio y solidaridad”.",,,,Área Regional * Edad * Sexo * Asalariado sector privado * Asalariado sector público * Cuenta propia * Empleado(a) doméstica * Patrono * Trabajo no remunerado * Ciclo enseñanza * Provincia,"Categoria ocupacional de las personas de cinco años y más registradas en el SIPO con ficha de información social vigente, según área de desarrollo social * Total de fichas de información social (FIS), según condición de vigencia y zona * Total de personas registradas en SIPO con ficha de información social vigente, según área regional de desarrollo social y nacionalidad * Categoría oupacional de las personas de cinco años y más registradas en SIPO con ficha de información social vigente, según región de MIDEPLAN * Total de personas registradas en SIPO con ficha de información social vigente, según área regional de desarrollo social, sexo y rangos de edad",NACIONAL* DISTRITO* CANTÓN * REGIÓN,SI,HTML,http://www.imas.go.cr/biblioteca/estadisticas_sipo.html,04/08/2016,NO ESTABLECIDO,2012,,,http://www.imas.go.cr/biblioteca/,PARA EXTRACCIÓN
BENEFICIARIOS PROGRAMA DE BECAS 2006-2010,COSTA RICA,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,FONDO NACIONAL DE BECAS - FONABE,REGISTRO ADMINISTRATIVO,"Informar a la Presidencia de la República, al Ministerio de Educación, a la Asamblea Legislativa y la opinión pública sobre la gestión institucional del Fondo Nacional de Becas 2010",,,,* Año * Programa * Género estudiante * Zona * Provincia * Universidad * Nivel educativo * Año * Colegio * Beneficiarios * Inversión * Condición económica,Distribución de la inversión en becas 2006-2010 * Parámetros de medición según la línea de pobreza del INEC,NACIONAL * PROVINCIA,NO,NA,FONDO NACIONAL DE BECAS - FONABE,07/08/2016,ANUAL,2012,,,http://www.fonabe.go.cr/Informacion/EncargadosBecas/Paginas/Funciones_Comite_Becas.aspx,
LISTA OFICIAL DE AVES DE COSTA RICA 2015-2016,COSTA RICA,15 VIDA DE ECOSISTEMAS TERRESTRES,,SOCIEDAD CIVIL,ASOCIACION ORNITOLÓGICA DE COSTA RICA (AOCR),CENSO,"Mantener informado en EXCEL Y ON LINE al público en general, instituciones estatales, ONG's y a la comunidad ornitológica nacional e internacional, sobre los últimos avances y cambios en la Lista Oficial.",,,,Nombre * Estatus * Familia,Lista oficial de aves de Costa Rica (915 especies),NACIONAL,SI,XLSX,https://listaoficialavesdecostarica.wordpress.com/lista-oficial/,07/08/2016,PERMANENTE,jun.-16,,,https://listaoficialavesdecostarica.wordpress.com/nuevos-registros/,
MONITOREO NACIONAL DE AVES RESIDENTES- PROYECTO PUNTOS DE CONTEO DE AVES RESIDENTES-COSTA RICA 2012-2014,COSTA RICA,15 VIDA DE ECOSISTEMAS TERRESTRES,,SOCIEDAD CIVIL,ASOCIACIÓN ORNITOLÓGICA DE COSTA RICA (AOCR),CENSO,"Mantener informado al público en general, instituciones estatales, ONG's y a la comunidad ornitológica nacional e internacional, sobre los últimos avances y cambios en la Lista Oficial.",,,,Provincia * Metodología * Zonas * Especies * Individuos * Rutas,Participación por provincia * Participación según metodología * Tendencia puntos de conteos efectivos * Zonas de vida * Riqueza de especies * Especies endémicas para Costa Rica y la región * Especies más abundantes en jardines y parques * Especies más abundantes en rutas,NACIONAL * REGIONES,SI,XLSX,https://conteodeavescr.wordpress.com/resultados-conteos/,07/08/2016,TRIANUAL,2015,,,https://conteodeavescr.wordpress.com/resultados-conteos/,
AVES DE LA ISLA DEL COCO,COSTA RICA,15 VIDA DE ECOSISTEMAS TERRESTRES,,SOCIEDAD CIVIL,FUNDACIÓN AMIGOS DE LA ISLA DEL COCO (FAICO),REGISTRO ADMINISTRATIVO,Informar las especies de aves que habitan la Isla del Coco,,,,Familia * Género * Especie * Nombre * Status Geográfico,Listado con las diferentes especies de aves que habitan en Costa Rica por Status * Aves marinas * Aves Costeras * Aves Terrestres * Aves Dométicas * Aves residentes * Aves visitantes * Clasificación de aves por abundancia,ISLA COCO,NO,NA,FUNDACIÓN AMIGOS DE LA ISLA DEL COCO (FAICO),08/08/2016,PERMANENTE,jul.-15,,,http://www.cocosisland.org/aves-de-la-isla/la-isla/aves-de-la-isla/aves-de-la-isla,
"INFORMACIÓN DEL MERCADO, ESTADÍSTICAS Y PRECIOS DEL CAFÉ",COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,INSTITUTO DEL CAFÉ DE COSTA RICA (ICAFE),REGISTRO ADMINISTRATIVO,"Mostrar Histórico información de la producción nacional de Café y a nivel Mundial, así mismo las exportaciones y consumo desde 1977 a Dic 2015, fuente Organización Internacional del café OIC",,,,Año * Paises exportadores * Paises OIC * Paises Importadores * Consumo * Precios,Histórico Producción de café en Costa Rica y a nivel mundial * Histórico de producción exportable * Exportaciones mundiales del café * Producción mundial del café en sacos de 60 kg * Consumo de paises exportadores * Precios,MUNDIAL * NACIONAL,SI,XLSX,http://www.icafe.cr/sector-cafetalero/informacion-de-mercado/estadisticas-y-precios/,08/08/2016,ANUAL,2016,,,http://www.icafe.cr/sector-cafetalero/informacion-de-mercado/,
DIRECTORIO SOCIEDADES PROTECTORAS DE ANIMALES,COSTA RICA,15 VIDA DE ECOSISTEMAS TERRESTRES,,SOCIEDAD CIVIL,PERRO AMOR: COMO AYUDAR,REGISTRO ADMINISTRATIVO,"Presentar una lista de sociedades protectoras y de rescate de animales, para aquellos voluntarios que quieran hacer sus donaciones",,,,Asociación * Entidad *PO Box * Zona * Provincia * Tel * Fax * E-mail,Listado con la información de Nombre de Entidadades o Sociedades protectoras y de rescate de animales de Costa Rica,NACIONAL,NO,NA,PERRO AMOR: COMO AYUDAR,09/08/2016,NO ESTABLECIDO,NO INDICA,,,http://maguely-gaby.blogspot.com.co/p/como-ayudar.html,
LAS PERSONAS DE 50 AÑOS O MÁS EN COSTA RICA,COSTA RICA,10 REDUCCIÓN DE LAS DESIGUALDADES,,ACADEMIA,UNIVERSIDAD NACIONAL DE COSTA RICA - IDESPO,ENCUESTA POR MUESTREO,"Caracterizar a la población de 50 ó más años , costarricenses o extranjeros, con dos o más años de residir en el país, residentes en viviendas particulares en el territorio Nacional y que poseen teléfono.",,,,Edad * Sexo * Empoderamiento * Carencia * Estado soledad * Familia * Sexualidad * Ejercicio * Alimentación * Acceso a Pensión * Servicios * Grupo social * TIC * Estado Cívil * Nivel Educación * Ocupación * Características sociales * Educación * Medios * Acciones populares,Características de las personas de 50 o más años,NACIONAL,NO,NA,UNIVERSIDAD NACIONAL DE COSTA RICA - IDESPO,09/08/2016,NO ESTABLECIDO,oct.-11,,,http://www.idespo.una.ac.cr/index.php/inicio/areas-de-trabajo/estudios-de-poblacion,
PERCCEPCIÓN DE LA PERSONA ADULTA MAYOR SOBRE SÍ MISMA Y SU SITUACIÓN,COSTA RICA,10 REDUCCIÓN DE LAS DESIGUALDADES,,ACADEMIA,UNIVERSIDAD NACIONAL DE COSTA RICA - IDESPO,ENCUESTA POR MUESTREO,"Contribuir en el conocimiento de la persona adulta mayor de 60 años, desde una perspectiva de derechos, y sobre todo desde la percepción de las mismas personas.",,,,Edad * Sexo * Actividad * Frecuencia actividad * Estado Cívil,Caracterización por sexo * Percepción positiva y negativa acerca del concepto Adulto Mayor * Percepción atención servicios públicos * Concepto dieta y alimentos saludables,NACIONAL,NO,NA,UNIVERSIDAD NACIONAL DE COSTA RICA - IDESPO,10/08/2016,NO ESTABLECIDO,2010,,,http://www.idespo.una.ac.cr/index.php/inicio/areas-de-trabajo/estudios-de-poblacion,
PERCEPCIÓN DE LA TRATA DE PERSONAS 2015,COSTA RICA,5 IGUALDAD DE GÉNERO,,ACADEMIA,UNIVERSIDAD NACIONAL DE COSTA RICA - IDESPO,ENCUESTA POR MUESTREO,"Presentar análisis de resultados de la encuesta “Percepción sobre la Trata de Personas en Costa Rica” realzada para identificar el grado
 de conocimiento que tiene la población encuestada respecto a la Trata de Personas y la percepción presente en el ejercicio de construcción de la definición sobre el fenómeno de interés.
 sobre el fenómeno de interés",,,,Sexo * Edad * Provincia * Empleo * ¨Pobreza * Estudio * Riesgo * Medios de comunicación,"Distribución porcentual de conocimiento tema ""Trata de personas"" * Distribución porcentual de la población encuestada sobre concepto
 “trata de personas"" * Percepción de ocurrencia y tipos de trata de personas * Percepción de los factores * Nivel de riesgo que tienen
 las poblaciones de vivir una situación de trata de personas * Percepción acerca de la principal causa de vulnerabilidad de las personas que podrían ser víctimas de trata de personas * Distribución de la percepción de las personas acerca de los medios de comunicación en los que se ha publicado sobre trata de pesrsonas * Distribución de la percepción acerca de los derechos humanos y la trata de personas * Distribución situaciones específicas que ocurren en el país relacionadas con la trata de personas
 principal causa de vulnerabilidad de las personas que podrían ser víctimas de trata de personas * Percepción acerca de la
 información sobre la trata depersonas en medios de comunicación
 que incluyen para que se den casos de la trata de personas * Percepción acerca de los
 derechos humanos y la trata de personas",NACIONAL * PROVINCIA,NO,NA,UNIVERSIDAD NACIONAL DE COSTA RICA - IDESPO,10/08/2016,NO ESTABLECIDO,2015,,,"http://www.observatoriotrata.ac.cr/sites/default/files/recursos/2016-04/IDESPO%20UNA%20Informe%20prensa,%20Encuesta%20trata%20de%20personas%202015.pdf",
"INTERESES COTIDIANOS, ACTIVIDAD TURÍSTICA Y MANEJO DE LOS RESIDUOS SÓLIDOS",COSTA RICA,10 REDUCCIÓN DE LAS DESIGUALDADES,,ACADEMIA,UNIVERSIDAD NACIONAL DE COSTA RICA - IDESPO,ENCUESTA POR MUESTREO,"Caracterizar la población de acuerdo con sus aspectos , actividades e intereses cotidianos y actividades turísticas",,,,Sexo * Edad * Ultimo año de educación * Intereses * Número de viajes turísticos,"Características población entrevistada * Significado de la expresión ""Calidad de Vida"" * Dos actividades que le gusta a la población * En época de crisis cuando se ve limitado de su ingreso ¿Qué haría usted para ajustar su salario? Primer pensamiento acerca de la actividad turistíca * Tres principlaes razones por las cuáles no hace turismo",NACIONAL,NO,NA,UNIVERSIDAD NACIONAL DE COSTA RICA - IDESPO,10/08/2016,NO ESTABLECIDO,40787,,,http://www.idespo.una.ac.cr/index.php/inicio/areas-de-trabajo/estudios-de-poblacion,
"INTERESES COTIDIANOS, ACTIVIDAD TURÍSTICA Y MANEJO DE LOS RESIDUOS SÓLIDOS",COSTA RICA,13 ACCIÓN POR EL CLIMA,,ACADEMIA,UNIVERSIDAD NACIONAL DE COSTA RICA - IDESPO,ENCUESTA POR MUESTREO,"Caracterizar la población de acuerdo con sus intereses cotidianos y manejo de temas ambientales, específicamente el manejo de residuos sólidos",,,,Sexo * Edad * Ultimo año de educación * Separación residuos * Distribución residuos sólidos,"Características población entrevistada * Significado de la expresión ""Calidad de Vida"" * Dos actividades que le gusta a la población * En época de crisis cuando se ve limitado de su ingreso ¿Qué haría usted para ajustar su salario? Primer pensamiento acerca de la actividad turistíca * Tres principlaes razones por las cuáles no hace turismo",NACIONAL,NO,NA,UNIVERSIDAD NACIONAL DE COSTA RICA - IDESPO,10/08/2016,NO ESTABLECIDO,sep-11,,,http://www.idespo.una.ac.cr/index.php/inicio/areas-de-trabajo/estudios-de-poblacion,
PERSONAS ADULTAS MAYORES COMO PROTAGONISTAS DE LOS PROCESOS CIVILES Y POLÍTICOS DE COSTA RICA,COSTA RICA,10 REDUCCIÓN DE LAS DESIGUALDADES,,ACADEMIA,UNIVERSIDAD NACIONAL DE COSTA RICA - IDESPO,ENCUESTA POR MUESTREO,"Caracterizar la población de 60 ó más años, teniendo en cuenta su participación en lo social, lo cívil y político para promover la construcción ciudadana en la vejez y garantizar por parte del Estado las condiciones para el ejercicio de derechos individuales y de grupo",,,,Edad * Sexo * Estado Cívil * Educación * Ocupación * Características sociales * Medios * Acciones populares,Personas adultas mayores según percepción de sí mismas * Según cuáles son los medios por los que se informan de sus derechos * Según frecuencia con qué se dan algunas situaciones * Según principal acción a favor de sus congéneres si tienen la oportunidad de ser electos popularmente * Según diferentes acciones que ha realizado a partir de los 60 años,NACIONAL,NO,NA,UNIVERSIDAD NACIONAL DE COSTA RICA - IDESPO,11/08/2016,NO ESTABLECIDO,2010,,,http://www.idespo.una.ac.cr/index.php/inicio/areas-de-trabajo/estudios-de-poblacion,
PROYECTO DE CONSERVACIÓN DE TORTUGAS MARINAS,COSTA RICA,14 VIDA SUBMARINA,,SOCIEDAD CIVIL,ASOCIACIÓN DE VOLUNTARIOS PARA EL SERVICIO EN LAS ÁREAS PROTEGIDAS (ASVO),REGISTRO ADMINISTRATIVO,"Determinar los horarios para anidar, sitios de anidación y zona de vegetación preferidos",,,,* Tortugas * Huevos * Neonatos * Nidos,Señales de tortugas marinas encontradas * Nidos trasladados y rescatados al vivero * Huevos reubicados en vivero * Neonatos Liberados * Liberación de neonatos * Pares de marcas aplicadas,PLAYAS BUENAVISTA * MATAPALO * PLAYA LINDA * MONTEZUMA,SI,PDF,http://www.asvocr.org/asvo/actividad.php,21/08/2016,ANUAL,2014,,,http://www.asvocr.org/asvo/info.php,
MATRIZ PROGRAMACIÓN ESTRATÉGICA DE GESTIÓN ADMINISTRATIVA CONICIT,COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,CONSEJO NACIONAL DE INVESTIGACIONES CIENTÍFICAS Y TECNOLÓGICAS (CONICIT),REGISTRO ADMINISTRATIVO,Mejorar la ejecución presupuestada de la Institución por medio del fortalecimiento de los procesos de planificación y presupuestos.,,,,Producto * Usuario * Beneficiario * Objetivo estratégico * Indicador de Gestión resultados * Desempeño histórico * Metas proyectadas * Presupuesto * Fuente financiera * Participante,Matríz programación estratégica de gestión administrativa 2013 y2014 * Cumplimiento de metas * Ejecución presupuestaria Ley 5048 * Proyección años 2015-2018,NACIONAL,SI,PDF,http://www.idespo.una.ac.cr/index.php/biblioteca/670/showCategory/60/mil-y-una-encuestas,21/08/2016,NO ESTABLECIDO,sep-15,,,http://www.idespo.una.ac.cr/index.php/biblioteca/670/all_categories,
ANÁLISIS DE MERCADO BOVINO,COSTA RICA,2 HAMBRE CERO,,SECTOR PÚBLICO,CONSEJO NACIONAL DE PRODUCCIÓN (CNP),REGISTRO ADMINISTRATIVO,"Presentar análisis del mercado bovino, agrupados por mes",,,,Lugar * Planta * Cabezas * Precios * Sexo,Extracción mensual de ganado según lugar de sacrificio * Plantas empacadoras y precios promedios mensuales * Exportaciones de carne * Precios promedio según corte,NACIONAL,SI,PDF,https://simacr.go.cr/index.php/analisis-pecuario,22/08/2016,MENSUAL,jun.-16,,,https://simacr.go.cr/,PARA EXTRACCIÓN
PRECIOS NACIONALES GRANOS BASICOS,COSTA RICA,2 HAMBRE CERO,,SECTOR PÚBLICO,CONSEJO NACIONAL DE PRODUCCIÓN (CNP),REGISTRO ADMINISTRATIVO,Suministrar precios del consolidado de Granos Básicos.,,,,Región * Finca * Precio distribuidor * Precio consumidor,Listado granos básicos,NACIONAL,SI,PDF,https://simacr.go.cr/index.php/preciosgranosbasicos,22/08/2016,PERMANENTE,ago.-16,,,https://simacr.go.cr/,PARA EXTRACCIÓN
HISTÓRICO DE DOCUMENTOS -INFORMES DE FISCALIZACIÓN,COSTA RICA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,CONTRALORÍA GENERAL DE LA REPÚBLICA (CGR),REGISTRO ADMINISTRATIVO,Presentar los documentos publicados por la Contraloría General de la República,,,,Número documento * Tipo de documento * Fecha * Institución Área Emite * Asunto * Nota de remisión * Fecha publicación,"Documentos publicados por la Contraloría General de Costa Rica, criterio de búsqueda en línea y según parámetros asignados",NACIONAL,SI,CSV,https://cgrweb.cgr.go.cr/apex/f?p=164:10:0::NO:::,22/08/2016,PERMANENTE,ago.-16,,,http://www.cgr.go.cr/consultas/sistemas-consulta-ciudadana,
RESULTADOS DE ENCUESTA TRANSPORTE Y CARRETERAS - ENERO 2015,COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PÚBLICO,CONTRALORÍA GENERAL DE LA REPÚBLICA (CGR),ENCUESTA POR MUESTREO,"Presentar los resultados más relevantes de la encuesta respecto al suministro, calidad y costo del transporte suministrado a usuarios Costarricences, para mejora de la eficiencia de la gestión pública y con fundamento en el Plan Estratégico Institucional 2013- 2020 de la Contraloría General de la República",,,,Medio de transporte * frecuencia uso * Razón de uso * Calidad * Costo * Gasto * Edad * Sexo * Vehículo propio,Percepción del cumplimiento de atributos de calidad y el costo económico del servicio de transporte * Frecuencia uso medio de transporte * Tiempo entre traslados * Estado de las carreteras * Estado de las aceras * Estado de la señalización *Estado paraderos de buses * Percepción seguridad al viajar * Iluminación * *Costo de combustible * Calidad combustible * Cuestionarios para recolectar los datos * Resultados * Gráficos,NACIONAL* PROVINCIA,SI,XLSX*SAV*TXT*ODS*PDF,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/transporte.html,23/08/2016,NO ESTABLECIDO,ene.-15,,,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/,
RESULTADOS ENCUESTA EDUCACIÓN- ENERO 2015,COSTA RICA,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,CONTRALORÍA GENERAL DE LA REPÚBLICA (CGR),ENCUESTA POR MUESTREO,"Presentar los resultados más relevantes de la encuesta percepción que tienen los ciudadanos costarricences respecto a la educación a nivel de escuelas, colegios y universidades",,,,Sistema educativo * Instalaciones * Equipo tecnológico * Ubicación,Asisencia personal y de familiares a centros educativos * Tipo de institución * Percepción conocimiento existencia de becas educativas e incentivos * Estado de instalaciones educativas públicas * Equipos tecnológicos instalaciones educativas públicas * Ubicación instalaciones educativas * Acceso a instalaciones educativas públicas,NACIONAL,SI,XLSX*SAV*TXT*ODS*PDF,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/educacion.html,23/08/2016,NO ESTABLECIDO,ene.-15,,,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/,
RESULTADOS ENCUESTA SEGURIDAD CIUDADANA - ENERO 2015,COSTA RICA,11 CIUDADES Y COMUNIDADES SOSTENIBLES,,SECTOR PÚBLICO,CONTRALORÍA GENERAL DE LA REPÚBLICA (CGR),ENCUESTA POR MUESTREO,"Presentar los resultados más relevantes de la encuesta percepción que tienen los ciudadanos costarricences respecto a la seguridad e inseguridad, vigilancia privada y vigilancia por parte de la policía en los sectores públicos.",,,,Sexo *Inseguridad * Delitos * Denuncias * Pleitos * Seguridad privada * Casetas de policía * Pandillas * Seguridad en sitios públicos,Percepción de aumento y disminución seguridad en los últimos años * Afectación de la delincuencia en la calidad de vida * Miembros del hogar víctimas de algún delito *Frecuncia denuncia de delitos * Problemas de pleitos en las calles que afectan la comunidad * Presencia de pandillas * Presencia de seguridad privada * Presencia de la policía en las calles,NACIONAL,SI,XLSX*SAV*TXT*ODS*PDF,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/seguridad.html,24/08/2016,NO ESTABLECIDO,ene.-15,,,https://cgrfiles.cgr.go.cr/publico/docsweb/esc/,
INDICE DE VULNERABILIDAD EDUCATIVA 2010,COSTA RICA,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,FONDO NACIONAL DE BECAS (FONABE),ENCUESTA POR MUESTREO,"Diseñar un instrumento cuantitativo para predecir los principales factores asociados a la probabilidad de abandono o fracaso escolar en primaria y en secundaria, que asista al Ministerio de Educación Pública en la toma de decisiones de política educativa.",,,,* Año * Programa * Género estudiante * Zona * Provincia * Universidad * Nivel educativo * Año * Colegio * Beneficiarios * Inversión * Condición económica,Porcentaje de varianza explicada propuesta índice de vulnerabilidad primaria * Matríz de componentes indice de vulnerabilidad primaria * Porcentaje de varianza explicada propuesta índice de vulnerabilidad secundaria * Matríz de componentes indice de vulnerabilidad secundaria * Rangos de decisión * Transformación de los rangos escenario 1 * Rangos de decisión escenario 2 * Transformación de los rangos * Matríz de decisión mediante la combinación de la vulnerabilidad socioeconómica y educativa,NACIONAL * PROVINCIA,NO,NA,FONDO NACIONAL DE BECAS (FONABE),24/08/2016,NO ESTABLECIDO,2011,,,http://www.fonabe.go.cr/Informacion,
INFORME ANUAL INVERSIÓN DE BECAS POR ZONA GEOGRAFICA 2009,COSTA RICA,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,FONDO NACIONAL DE BECAS (FONABE),REGISTRO ADMINISTRATIVO,"Informar a la Presidencia de la República, al Ministerio de Educación, a la Asamblea Legislativa y la opinión pública sobre el valor de la inversión de las becas otorgadas por el Fondo Nacional de Becas 2009",,,,Zona Geográfica * Inversión * Género,"Estadística de la inversión en becas con detalle de recursos otorgados por privincia, cantón y distrito",NACIONAL * PROVINCIA * CANTON * DISTRITO,NO,NA,http://www.fonabe.go.cr/Informacion/Estadisticas/Estadisticas2009/Paginas/Principal.aspx,25/08/2016,NO ESTABLECIDO,2011,,,http://www.fonabe.go.cr/Informacion/Estadisticas,
LISTADO ESCUELAS A LAS QUE SE LES ENTREGA PAQUETES ESCOLARES 2016,COSTA RICA,1 FIN DE LA POBREZA,,SECTOR PÚBLICO,INSTITUTO MIXTO DE AYUDA SOCIAL (IMAS),ENCUESTA POR MUESTREO,Presentar el listado de las escuelas beneficiadas de los paquetes escolares,,,,Escuela * Provincia * Cantón * Distrito * Poblado,Listado escuelas entrega paquetes escolares 2016,NACIONAL*PROVINCIA * DISTRITO* CANTÓN,SI,XLSX,http://www.imas.go.cr/biblioteca/,25/08/2016,NO ESTABLECIDO,2016,,,http://www.imas.go.cr/biblioteca/,
LISTADO ESCUELA ENTREGA PAQUETES ESCOLARES 2016,COSTA RICA,4 EDUCACIÓN DE CALIDAD,,SECTOR PÚBLICO,INSTITUTO MIXTO DE AYUDA SOCIAL (IMAS),ENCUESTA POR MUESTREO,Presentar el listado de las escuelas beneficiadas de los paquetes escolares,,,,Escuela * Provincia * Cantón * Distrito * Poblado,Listado escuelas entrega paquetes escolares 2016,NACIONAL*PROVINCIA * DISTRITO* CANTÓN,SI,XLSX,http://www.imas.go.cr/biblioteca/,25/08/2016,NO ESTABLECIDO,2016,,,http://www.imas.go.cr/biblioteca/,
ENCUESTA DE INDICADORES MÚLTIPLES POR CONGLOMERADOS 2011- MONITOREO DE LA NIÑEZ Y LAS MUJERES,COSTA RICA,1 FIN DE LA POBREZA,,ORGANISMOS MULTILATERALES,UNICEF,ENCUESTA POR MUESTREO,"Proporcionar una información actualizada para evaluar la situación de los niños (as) y de las mujeres en Costa Rica. Suministrar los datos necesarios para monitorear el progreso hacia los objetivos establecidos en la Declaración del Milenio y otras metas acordadas internacionalmente, como base para la acción futura. Contribuir a la mejora de los datos y sistemas de monitoreo en Costa Rica y fortalecer los conocimientos técnicos en el diseño, implementación y análisis de dichos sistemas; generar datos sobre la situación de los niños (as) y de las mujeres, incluida la identificación de grupos vulnerables y de las desigualdades, para informar de políticas e intervenciones.",,,,Sexo * Edad * Área * Educación * Etnia * Índice de riqueza * Número de niños * Grado estudio * Certificado de nacimiento * Estado civil * Anticoncepción * Caracteristicas vivienda * Fuente agua * Servicios sanitarios,"Resultados de entrevistas de hogares, mujeres y menores de 5 años * Distribución por sexo y edad en el hogar * Composición del hogar * Características básicas de las mujeres * Características básicas de niños menores de 5 años * Alimentación de pecho inicial * Alimentación con leche materna * Duración de la alimentación de pecho * Frecuencia mínima de comidas * Esquema oficial de vacunación oficial en menores de 6 años. Costa Rica, 2011 * Uso de fuentes de agua mejoradas * Tratamiento de agua en el hogar * Tipo de servicios sanitarios * Agua potable y escalas de higiene * Maternidad temprana * Usos de anticonceptivos * Actitud de aceptación hacia las personas que viven con el VIH / SIDA",NACIONAL * PROVINCIA,NO,NA,UNICEF,26/08/2016,NO ESTABLECIDO,2012,,,http://www.unicef.org/costarica/,
ENCUESTA DE INDICADORES MÚLTIPLES POR CONGLOMERADOS 2011- MONITOREO DE LA NIÑEZ Y LAS MUJERES,COSTA RICA,6 AGUA LIMPIA Y SANEAMIENTO,,ORGANISMOS MULTILATERALES,UNICEF,ENCUESTA POR MUESTREO,"Proporcionar una información actualizada para evaluar la situación de los niños (as) y de las mujeres en Costa Rica. Suministrar los datos necesarios para monitorear el progreso hacia los objetivos establecidos en la Declaración del Milenio y otras metas acordadas internacionalmente, como base para la acción futura. Contribuir a la mejora de los datos y sistemas de monitoreo en Costa Rica y fortalecer los conocimientos técnicos en el diseño, implementación y análisis de dichos sistemas; generar datos sobre la situación de los niños (as) y de las mujeres, incluida la identificación de grupos vulnerables y de las desigualdades, para informar de políticas e intervenciones.",,,,Sexo * Edad * Área * Educación * Etnia * Índice de riqueza * Número de niños * Grado estudio * Certificado de nacimiento * Estado civil * Caracteristicas vivienda * Fuente agua * Servicios sanitarios,"Resultados de entrevistas de hogares, mujeres y menores de 5 años * Distribución por sexo y edad en el hogar * Composición del hogar * Características básicas de las mujeres * Características básicas de niños menores de 5 años * Alimentación de pecho inicial * Alimentación con leche materna * Duración de la alimentación de pecho * Frecuencia mínima de comidas * Esquema oficial de vacunación oficial en menores de 6 años. Costa Rica, 2011 * Uso de fuentes de agua mejoradas * Tratamiento de agua en el hogar * Tipo de servicios sanitarios * Agua potable y escalas de higiene * Maternidad temprana * Usos de anticonceptivos",NACIONAL * PROVINCIA,NO,NA,UNICEF,26/08/2016,NO ESTABLECIDO,2012,,,http://www.unicef.org/costarica/,
SITUACIÓN ACTIVIDAD ARROCERA NACIONAL 2012/2013,COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,CORPORACIÓN ARROCERA NACIONAL (CONARROZ),REGISTRO ADMINISTRATIVO,"Mantener actualizada la información Nacional de los principales mercados arroceros, involucrando aspectos de Proceso, producción, consumo, comercio y exportaciones, ya que el arróz es el principal producto de consumo nacional.",,,,Región * Granza * Ha riego * Toneladas * * Consumo * Compras * Ventas * Granza * Arróz pilado * Precocido,"Producción, proceso , comercialización, consumo y exportaciones actividad arrocera en el período 2012/2013",NACIONAL * REGIONES,NO,NA,CORPORACIÓN ARROCERA NACIONAL (CONARROZ),26/07/2016,NO ESTABLECIDO,2015,,,http://www.conarroz.com/index.php?option=com_content&view=article&id=70&Itemid=98,
