DATOS,PAÍS,ODS,INDICADOR ODS,TIPO DE FUENTE,FUENTE,MÉTODO DE RECOLECCIÓN,OBJETIVO DE LOS DATOS,LEGISLACIÓN RECOLECCIÓN,LEGISLACIÓN CONFIDENCIALIDAD,LEGISLACIÓN RESTRICCIÓN DE COMERCIALIZACIÓN,VARIABLES,INFORMACIÓN GENERADA,DESAGREGACIÓN GEOGRÁFICA,DISPONIBLE EN LÍNEA,FORMATO,DISPONIBLE EN,FECHA DE CONSULTA,"PERIODICIDAD DE 
 DIFUSIÓN",ÚLTIMA PUBLICACIÓN,CATEGORIAS USUARIOS,USUARIOS DE LA INFORMACIÓN,OBSERVACIONES,CONSULTADO EN
INFORMACIÓN ESTADÍSTICA GENERAL DE FLUJOS DE IED HACÍA MÉXICO POR PAÍS DE ORIGEN DE 1980 A 1998,MÉXICO,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,SECRETARÍA DE ECONOMÍA (SE),REGISTRO ADMINISTRATIVO,Generar y presentar información estadística general de flujos de ied hacía méxico por país de origen de 1980 a 1998.,,,,,,NACIONAL,SI,CSV,http://datos.gob.mx/busca/dataset/inversion-extranjera-directa/resource/fe97fb98-9134-45db-aa04-13a12c5cefb8,11/09/2016,ANUAL,jun.-16,,,,http://datos.gob.mx/busca/dataset/inversion-extranjera-directa/resource/fe97fb98-9134-45db-aa04-13a12c5cefb8
"ESTADÍSTICAS DE COMERCIO EXTERIOR DE MÉXICO POR FRACCIÓN, CLAVE DEL PAÍS, VALOR Y VOLUMEN",MÉXICO,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,SECRETARÍA DE ECONOMÍA (SE),REGISTRO ADMINISTRATIVO,"Presentar información sobre las estadísticas de comercio exterior de méxico por fracción, clave del país, valor y volumen.",,,,,,NACIONAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/estadistica-de-comercio-exterior,11/09/2016,ANUAL,2015,,,,http://catalogo.datos.gob.mx/dataset/estadistica-de-comercio-exterior
CATÁLOGO DE FRACCIONES ARANCELARIAS DE COMERCIO,MÉXICO,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,SECRETARÍA DE ECONOMÍA (SE),REGISTRO ADMINISTRATIVO,Presentar información sobre el catálogo de fracciones arancelarias de comercio.,,,,,,NACIONAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/estadistica-de-comercio-exterior,11/09/2016,SEMESTRAL,oct.-15,,,,http://catalogo.datos.gob.mx/dataset/estadistica-de-comercio-exterior
CATÁLOGO DE PAÍSES DE COMERCIO EXTERIOR DEL 2015,MÉXICO,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,SECRETARÍA DE ECONOMÍA (SE),REGISTRO ADMINISTRATIVO,Presentar información sobre el catálogo de países de comercio exterior del 2015.,,,,,,NACIONAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/estadistica-de-comercio-exterior/resource/a10508b8-ab35-4faf-adc9-953e2d49517f,11/09/2016,NO ESTABLECIDO,2015,,,,http://catalogo.datos.gob.mx/dataset/estadistica-de-comercio-exterior/resource/a10508b8-ab35-4faf-adc9-953e2d49517f
OPERACIONES DE VUELOS REGULARES NACIONALES 2016,MÉXICO,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,SECRETARÍA DE COMUNICACIONES Y TRANSPORTE (SCT),REGISTRO ADMINISTRATIVO,"Presentar información operativa de vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales.",,,,Origen*Destino*Operaciones mensuales*Pasajeros mensuales*Cargas mensuales*,"Vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales.",MUNICIPAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/469c15d1-0cd7-45a4-8dbe-c9cfc2c72a42,11/09/2016,NO ESTABLECIDO,2016,,,,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/469c15d1-0cd7-45a4-8dbe-c9cfc2c72a42
OPERACIONES DE VUELOS REGULARES INTERNACIONALES 2016,MÉXICO,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,SECRETARÍA DE COMUNICACIONES Y TRANSPORTE (SCT),REGISTRO ADMINISTRATIVO,"Presentar información operativa de vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales",,,,Origen*Destino*Operaciones mensuales*Pasajeros mensuales*Cargas mensuales*,"Vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales.",MUNICIPAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/a8a94ace-25a7-49e8-a2a8-8e2d4c08bf55,11/09/2016,NO ESTABLECIDO,2016,,,,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/a8a94ace-25a7-49e8-a2a8-8e2d4c08bf55
OPERACIONES DE VUELOS REGULARES NACIIONALES 2015,MÉXICO,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,SECRETARÍA DE COMUNICACIONES Y TRANSPORTE (SCT),REGISTRO ADMINISTRATIVO,"Presentar información operativa de vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales.",,,,Origen*Destino*Operaciones mensuales*Pasajeros mensuales*Cargas mensuales*,"Vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales.",MUNICIPAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/7d101989-b5d7-420f-a5b8-33279155034f,11/09/2016,NO ESTABLECIDO,2015,,,,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/7d101989-b5d7-420f-a5b8-33279155034f
OPERACIONES DE FLETAMENTO NACIONAL 2015,MÉXICO,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,SECRETARÍA DE COMUNICACIONES Y TRANSPORTE (SCT),REGISTRO ADMINISTRATIVO,"Presentar información operativa de vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales.",,,,Origen*Destino*Operaciones mensuales*Pasajeros mensuales*Cargas mensuales*,"Vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales.",MUNICIPAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/7e7ca361-b654-4a22-8024-418c11029323,11/09/2016,NO ESTABLECIDO,2015,,,,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/7e7ca361-b654-4a22-8024-418c11029323
OPERACIONES DE FLETAMENTO INTERNACIONAL 2016,MÉXICO,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,SECRETARÍA DE COMUNICACIONES Y TRANSPORTE (SCT),REGISTRO ADMINISTRATIVO,"Presentar información operativa de vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales.",,,,Origen*Destino*Operaciones mensuales*Pasajeros mensuales*Cargas mensuales*,"Vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales.",MUNICIPAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/c14a4fcf-4399-41d0-bcbd-106452d9c13c,11/09/2016,NO ESTABLECIDO,2016,,,,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/c14a4fcf-4399-41d0-bcbd-106452d9c13c
OPERACIONES DE FLETAMENTO NACIONAL 2016,MÉXICO,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,SECRETARÍA DE COMUNICACIONES Y TRANSPORTE (SCT),REGISTRO ADMINISTRATIVO,"Presentar información operativa de vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales.",,,,Origen*Destino*Operaciones mensuales*Pasajeros mensuales*Cargas mensuales*,"Vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales.",MUNICIPAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/4762366b-28a4-46e6-a87a-8f5296cf7ea5,11/09/2016,NO ESTABLECIDO,2016,,,,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/4762366b-28a4-46e6-a87a-8f5296cf7ea5
OPERACIONES DE VUELOS REGULARES INTERNACIONALES,MÉXICO,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,SECRETARÍA DE COMUNICACIONES Y TRANSPORTE (SCT),REGISTRO ADMINISTRATIVO,"Presentar información operativa de vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales.",,,,Origen*Destino*Operaciones mensuales*Pasajeros mensuales*Cargas mensuales*,"Vuelos, pasajeros y carga por ciudades. Se subdivide en fletes y registros, nacionales e internacionales.",MUNICIPAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/a4cec4d7-dab2-422d-a701-dec52e4b9513,11/09/2016,NO ESTABLECIDO,2015,,,,http://catalogo.datos.gob.mx/dataset/infraestructura-aeroportuaria/resource/a4cec4d7-dab2-422d-a701-dec52e4b9513
SISTEMA NACIONAL DE INVESTIGADORES,MÉXICO,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGÍA (CONACYT),REGISTRO ADMINISTRATIVO,"Registrar el nuúmero de investigadores Vigentes 2014 por Grado, Nivel, Género, Adscripción y Entidad Federativa.",,,,Nombres*Grado*Nivel*Género*Estado,"Investigadores Vigentes 2014 por Grado, Nivel, Género, Adscripción y Entidad Federativa.",ESTATAL,SI,CSV,http://datosabiertos.conacyt.gob.mx/publico/default.aspx?RootFolder=%2Fpublico%2FDATOS%20ABIERTOS%2FSISTEMA%20NACIONAL%20DE%20INVESTIGADORES&FolderCTID=0x012000C55540D9102AD5479958EFA35A3B5859&View={F4E5502C-D608-4DAF-AD93-84239C6F5956},11/09/2016,NO ESTABLECIDO,2014,,,,http://datosabiertos.conacyt.gob.mx/publico/default.aspx?RootFolder=%2Fpublico%2FDATOS%20ABIERTOS%2FSISTEMA%20NACIONAL%20DE%20INVESTIGADORES&FolderCTID=0x012000C55540D9102AD5479958EFA35A3B5859&View={F4E5502C-D608-4DAF-AD93-84239C6F5956}
FONDOS INSTITUCIONALES,MÉXICO,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGÍA (CONACYT),REGISTRO ADMINISTRATIVO,Presentar un listado de proyectos apoyados en 2014.,,,,Nombre del sujeto de apoyo*Nombre del proyecto*Sector*Monto,listado de proyectos apoyados en 2014,NACIONAL,SI,CSV,http://datosabiertos.conacyt.gob.mx/publico/default.aspx?RootFolder=%2Fpublico%2FDATOS%20ABIERTOS%2FFONDOS%20INSTITUCIONALES&FolderCTID=0x012000C55540D9102AD5479958EFA35A3B5859&View={F4E5502C-D608-4DAF-AD93-84239C6F5956}&InitialTabId=Ribbon%2EDocument&VisibilityContext=WSSTabPersistence,11/09/2016,NO ESTABLECIDO,2014,,,,http://datosabiertos.conacyt.gob.mx/publico/default.aspx?RootFolder=%2Fpublico%2FDATOS%20ABIERTOS%2FFONDOS%20INSTITUCIONALES&FolderCTID=0x012000C55540D9102AD5479958EFA35A3B5859&View={F4E5502C-D608-4DAF-AD93-84239C6F5956}&InitialTabId=Ribbon%2EDocument&VisibilityContext=WSSTabPersistence
FONDOS MIXTOS POR ENTIDAD FEDERATIVA APOYADA,MÉXICO,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGÍA (CONACYT),REGISTRO ADMINISTRATIVO,Presentar un listado de proyectos apoyados por fondos mixtos en 2014.,,,,Nombre del sujeto de apoyo*Nombre del proyecto*Entidad federativa (FOMIX)*Entidad federativa (sujeto de apoyo)*Monto,listado de proyectos apoyados por fondos mixtos en 2014,NACIONAL,SI,CSV,http://datosabiertos.conacyt.gob.mx/publico/default.aspx?RootFolder=%2Fpublico%2FDATOS%20ABIERTOS%2FFONDOS%20MIXTOS&FolderCTID=0x012000C55540D9102AD5479958EFA35A3B5859&View={F4E5502C-D608-4DAF-AD93-84239C6F5956},11/09/2016,NO ESTABLECIDO,2014,,,,http://datosabiertos.conacyt.gob.mx/publico/default.aspx?RootFolder=%2Fpublico%2FDATOS%20ABIERTOS%2FFONDOS%20MIXTOS&FolderCTID=0x012000C55540D9102AD5479958EFA35A3B5859&View={F4E5502C-D608-4DAF-AD93-84239C6F5956}+Y226
PORCENTAJE DE NÚMERO DE LOTES CONTRATADOS PARA SU REGULARIZACIÓN,MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,COMISIÓN PARA LA REGULARIZACIÓN DE LA TENENCIA DE LA TIERRA (CORETT),REGISTRO ADMINISTRATIVO,"Mostrar el porcentaje de avance en la contratación de lotes para su regularización por entidad federativa, municipio y poblado a 2014, estimado a partir del número de lotes contratados entre el número total de lotes de cada poblado expropiado y ejecutado.",,,,Clave entidad*Nombre entidad*Clave municipio*Nombre municipio*Lotes universo*Lotes contratados*Lotes por contratar,"Porcentaje de avance en la contratación de lotes para su regularización por entidad federativa, municipio y poblado a 2014, estimado a partir del número de lotes contratados entre el número total de lotes de cada poblado expropiado y ejecutado",MUNICIPAL,SI,XLSX,http://catalogo.datos.gob.mx/dataset/porcentaje-de-numero-de-lotes-contratados-para-su-regularizacion,11/09/2016,NO ESTABLECIDO,2014,,,,http://catalogo.datos.gob.mx/dataset/porcentaje-de-numero-de-lotes-contratados-para-su-regularizacion
NÚMERO DE POBLADOS EN CONTRATACIÓN PARA SU REGULARIZACIÓN,MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,COMISIÓN PARA LA REGULARIZACIÓN DE LA TENENCIA DE LA TIERRA (CORETT),REGISTRO ADMINISTRATIVO,"Presentar información sobre número de poblados en contratación para su regularización por entidad federativa a 2014, considerando como poblados a los polígonos expropiados y ejecutados.",,,,ID entidad*Nombre entidad*No. De polígonos,"Número de poblados en contratación para su regularización por entidad federativa a 2014, considerando como poblados a los polígonos expropiados y ejecutados",ESTATAL,SI,XLSX,http://catalogo.datos.gob.mx/dataset/numero-de-poblados-en-contratacion-para-su-regularizacion,11/09/2016,NO ESTABLECIDO,2014,,,,http://catalogo.datos.gob.mx/dataset/numero-de-poblados-en-contratacion-para-su-regularizacion
ESCRITURAS ENTREGADAS,MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,COMISIÓN PARA LA REGULARIZACIÓN DE LA TENENCIA DE LA TIERRA (CORETT),REGISTRO ADMINISTRATIVO,"Presentar tabla de escrituras entregadas por entidad federativa 2014, considerando como escritura al documento que otorga certeza jurídica.",,,,Oficinas o módulos*Eventos públicos*Total realizado*Avance,"Escrituras entregadas por entidad federativa 2014, considerando como escritura al documento que otorga certeza jurídica",ESTATAL,SI,XLSX,http://catalogo.datos.gob.mx/dataset/escrituras-entregadas,11/09/2016,MENSUAL,2014,,,,http://catalogo.datos.gob.mx/dataset/escrituras-entregadas
COEFICIENTE DE GINI POR MUNICIPIO,MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,CONSEJO NACIONAL DE EVALUACIÓN DE LA POLÍTICA DE DESARROLLO SOCIAL (CONEVAL),NA,"Desarrollar una base de datos con información relativa al Objetivo de Desarrollo Sostenible del coeficiente del Índice de Gini a nivel municipal para 2010, 2012 y 2014.",,,,Clave de entidad*Entidad federativa*Clave de municipio*Municipio*Coeficiente de Gini,Coeficiente del Índice de Gini a nivel municipal,MUNICIPAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/indicadores-de-los-objetivos-de-desarrollo-sostenible-ods/resource/0b8bc39d-1210-4d44-9261-df5df04b4688,11/09/2016,NO ESTABLECIDO,2014,,,,http://catalogo.datos.gob.mx/dataset/indicadores-de-los-objetivos-de-desarrollo-sostenible-ods/resource/0b8bc39d-1210-4d44-9261-df5df04b4688
COEFICIENTE DE GINI POR ENTIDAD FEDERATIVA,MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,CONSEJO NACIONAL DE EVALUACIÓN DE LA POLÍTICA DE DESARROLLO SOCIAL (CONEVAL),NA,"Desarrollar base de datos con información relativa al Objetivo de Desarrollo Sostenible del coeficiente del Índice de Gini a nivel estatal para 2010, 2012 y 2014.",,,,Clave de entidad*Entidad federativa*Año*Coeficiente de Gini,"Coeficiente del Índice de Gini a nivel estatal para 2010, 2012 y 2014",ESTATAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/indicadores-de-los-objetivos-de-desarrollo-sostenible-ods/resource/275e932c-e48f-4271-8819-8cce6e6d0bee,11/09/2016,NO ESTABLECIDO,2014,,,,http://catalogo.datos.gob.mx/dataset/indicadores-de-los-objetivos-de-desarrollo-sostenible-ods/resource/275e932c-e48f-4271-8819-8cce6e6d0bee
PROPORCIÓN DE LA POBLACIÓN CON ACCESO A LA SEGURIDAD SOCIAL,MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,SECRETARÍA DE DESARROLLO SOCIAL (SEDESOL),REGISTRO ADMINISTRATIVO,Presentar la proporción de la población con acceso a la seguridad social.,,,,Año*Total nacional*Hombre*Mujer*Población menor a 18 años*Población mayor a 65 años*Personas que hablan alguna lengua indígena*Personas con discapacidad*Madres jefas de familia,Año*Total nacional*Hombre*Mujer*Población menor a 18 años*Población mayor a 65 años*Personas que hablan alguna lengua indígena*Personas con discapacidad*Madres jefas de familia,NACIONAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/indicadores-de-inclusion-social/resource/1302c716-eede-4719-8a93-bf2812607f1a,11/09/2016,BIANUAL,2012,,,El método de recolección no es confirmado. Aclarar el tema de última publicación y última actualización,http://catalogo.datos.gob.mx/dataset/indicadores-de-inclusion-social/resource/1302c716-eede-4719-8a93-bf2812607f1a
"ÍNDICE DE REZAGO SOCIAL A NIVEL MUNICIPAL 2000, 2005 Y 2010",MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,CONSEJO NACIONAL DE EVALUACIÓN DE LA POLÍTICA DE DESARROLLO SOCIAL (CONEVAL),REGISTRO ADMINISTRATIVO,"Presentar serie del valor del Índice de Rezago Social a nivel municipal para 2000, 2005 y 2010.",,,,,,MUNICIPAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/indice-de-rezago-social2000-2010-nacionalestatalmunicipal-localidad-y-ageb/resource/150692dc-039a-4dcd-b8d6-52c3a9203b5d,11/09/2016,QUINQUENAL,2010,,,,http://catalogo.datos.gob.mx/dataset/indice-de-rezago-social2000-2010-nacionalestatalmunicipal-localidad-y-ageb/resource/150692dc-039a-4dcd-b8d6-52c3a9203b5d
"ÍNDICE DE REZAGO SOCIAL A NIVEL NACIONAL Y ESTATAL 2000, 2005 Y 2010",MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,CONSEJO NACIONAL DE EVALUACIÓN DE LA POLÍTICA DE DESARROLLO SOCIAL (CONEVAL),REGISTRO ADMINISTRATIVO,"Presentar serie del valor del Índice de Rezago Social a nivel nacional y estatal para 2000, 2005 y 2010.",,,,,,ESTATAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/indice-de-rezago-social2000-2010-nacionalestatalmunicipal-localidad-y-ageb/resource/a2719890-aa8d-4993-bdef-d698998b2a92,11/09/2016,QUINQUENAL,2010,,,,http://catalogo.datos.gob.mx/dataset/indice-de-rezago-social2000-2010-nacionalestatalmunicipal-localidad-y-ageb/resource/a2719890-aa8d-4993-bdef-d698998b2a92
ÍNDICE DE REZAGO SOCIAL POR LOCALIDAD 2010,MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,CONSEJO NACIONAL DE EVALUACIÓN DE LA POLÍTICA DE DESARROLLO SOCIAL (CONEVAL),REGISTRO ADMINISTRATIVO,Presentar serie del valor del Índice de Rezago Social a nivel localidad para 2010.,,,,,,LOCAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/indice-de-rezago-social2000-2010-nacionalestatalmunicipal-localidad-y-ageb/resource/3e9cea6d-c248-4513-ac57-f76b455a5d6f,11/09/2016,NO ESTABLECIDO,2010,,,,http://catalogo.datos.gob.mx/dataset/indice-de-rezago-social2000-2010-nacionalestatalmunicipal-localidad-y-ageb/resource/3e9cea6d-c248-4513-ac57-f76b455a5d6f
PROPORCIÓN DE LA POBLACIÓN QUE VIVE POR DEBAJO DEL 50% DEL INGRESO MEDIO,MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,SECRETARÍA DE DESARROLLO SOCIAL (SEDESOL),REGISTRO ADMINISTRATIVO,Presentar el porcentaje de la población que vive debajo del 50% del ingreso medio a nivel nacional.,,,,Año*Total nacional*Hombre*Mujer*Población menor a 18 años*Población mayor a 65 años*Personas que hablan alguna lengua indígena*Personas con discapacidad*Madres jefas de familia,Año*Total nacional*Hombre*Mujer*Población menor a 18 años*Población mayor a 65 años*Personas que hablan alguna lengua indígena*Personas con discapacidad*Madres jefas de familia,NACIONAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/indicadores-de-inclusion-social/resource/06582f70-2467-4d0f-b4cf-da1fb037d4df,11/09/2016,BIANUAL,2012,,,El método de recolección no es confirmado. Aclarar el tema de última publicación y última actualización,http://catalogo.datos.gob.mx/dataset/indicadores-de-inclusion-social/resource/06582f70-2467-4d0f-b4cf-da1fb037d4df
PROGRAMA DE EMPLEO TEMPORAL 2014,MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,SECRETARÍA DE DESARROLLO SOCIAL (SEDESOL),REGISTRO ADMINISTRATIVO,"Presentar datos del periodo enero a diciembre de 2014 del Programa de Empleo Temporal, que apoya temporalmente a las personas que ven reducidos sus ingresos por baja demanda laboral emergencias naturales o económicas, a cambio de su participación en proyectos de beneficio social o comunitario.",,,,Entidad*Minucipio*Localidad*Rango de edad*Nombre o tipo de beneficio*Beneficiarios*Número de apoyos*Importe de apoyos,Entidad*Minucipio*Localidad*Rango de edad*Nombre o tipo de beneficio*Beneficiarios*Número de apoyos*Importe de apoyos,LOCAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/programa-de-empleo-temporal,11/09/2016,NO ESTABLECIDO,2014,,,,http://catalogo.datos.gob.mx/dataset/programa-de-empleo-temporal
PROGRAMA DE OPCIONES PRODUCTIVAS,MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,SECRETARÍA DE DESARROLLO SOCIAL (SEDESOL),REGISTRO ADMINISTRATIVO,"Prsentar datos del periodo junio a diciembre 2014 del Programa de Opciones Productivas, que contribuye a mejorar los ingresos de la población mediante el desarrollo de proyectos productivos sustentables.",,,,Entidad*Minucipio*Localidad*Rango de edad*Nombre o tipo de beneficio*Beneficiarios*Número de apoyos*Importe de apoyos,Entidad*Minucipio*Localidad*Rango de edad*Nombre o tipo de beneficio*Beneficiarios*Número de apoyos*Importe de apoyos,LOCAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/programa-de-opciones-productivas,11/09/2016,NO ESTABLECIDO,dic.-14,,,,http://catalogo.datos.gob.mx/dataset/programa-de-opciones-productivas
PROGRAMA DE OPCIONES PRODUCTIVAS 2015,MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,SECRETARÍA DE DESARROLLO SOCIAL (SEDESOL),REGISTRO ADMINISTRATIVO,"Presentar datos del periodo febrero a agosto 2015 del Programa de Opciones Productivas, que contribuye a mejorar los ingresos de la población mediante el desarrollo de proyectos productivos sustentables.",,,,Entidad*Minucipio*Localidad*Rango de edad*Nombre o tipo de beneficio*Beneficiarios*Número de apoyos*Importe de apoyos,Entidad*Minucipio*Localidad*Rango de edad*Nombre o tipo de beneficio*Beneficiarios*Número de apoyos*Importe de apoyos,LOCAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/programa-de-opciones-productivas-2015,11/09/2016,NO ESTABLECIDO,ago.-15,,,,http://catalogo.datos.gob.mx/dataset/programa-de-opciones-productivas-2015
PROGRAMA PENSIÓN PARA ADULTOS MAYORES 2015,MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,SECRETARÍA DE DESARROLLO SOCIAL (SEDESOL),REGISTRO ADMINISTRATIVO,"Presentar datos del primer bimestre de 2015 del Programa Pensión para Adultos Mayores, que atiende a las personas adultas mayores de 65 años en adelante con cobertura a nivel nacional.",,,,Entidad*Minucipio*Localidad*Rango de edad*Nombre o tipo de beneficio*Beneficiarios*Número de apoyos*Importe de apoyos,Entidad*Minucipio*Localidad*Rango de edad*Nombre o tipo de beneficio*Beneficiarios*Número de apoyos*Importe de apoyos,LOCAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/programa-pension-para-adultos-mayores-2015,11/09/2016,NO ESTABLECIDO,jun.-15,,,,http://catalogo.datos.gob.mx/dataset/programa-pension-para-adultos-mayores-2015
PROGRAMAS DEL FONDO NACIONAL PARA EL FOMENTO A LAS ARTESANÍAS 2015,MÉXICO,10 REDUCCIÓN DE LAS DESIGUALDADES,,SECTOR PÚBLICO,SECRETARÍA DE DESARROLLO SOCIAL (SEDESOL),REGISTRO ADMINISTRATIVO,"Presentar datos del 2015 de los Programas del Fondo Nacional para el Fomento a las Artesanías, los cuales apoyan la actividad artesanal y ayudan a mejorar los ingresos de las y los artesanos mexicanos capacitándolos en la elaboración y venta de sus artesanías.",,,,Entidad*Minucipio*Localidad*Rango de edad*Nombre o tipo de beneficio*Beneficiarios*Número de apoyos*Importe de apoyos,Entidad*Minucipio*Localidad*Rango de edad*Nombre o tipo de beneficio*Beneficiarios*Número de apoyos*Importe de apoyos,LOCAL,SI,CSV,http://catalogo.datos.gob.mx/dataset/programas-del-fondo-nacional-para-el-fomento-a-las-artesanias-2015,11/09/2016,NO ESTABLECIDO,jun.-15,,,,http://catalogo.datos.gob.mx/dataset/programas-del-fondo-nacional-para-el-fomento-a-las-artesanias-2015
