DATOS,PAÍS,ODS,INDICADOR ODS,TIPO DE FUENTE,FUENTE,MÉTODO DE RECOLECCIÓN,OBJETIVO DE LOS DATOS,LEGISLACIÓN RECOLECCIÓN,LEGISLACIÓN CONFIDENCIALIDAD,LEGISLACIÓN RESTRICCIÓN A LA COMERCIALIZACIÓN,VARIABLES,INFORMACIÓN GENERADA,DESAGREGACIÓN GEOGRÁFICA,DISPONIBLE EN LÍNEA,FORMATO,DISPONIBLE EN,FECHA DE CONSULTA,PERIODICIDAD DE DIFUSIÓN,ÚLTIMA PUBLICACIÓN,CATEGORIAS USUARIOS,USUARIOS DE LA INFORMACIÓN,"CONSULTADO EN 
",OBSERVACIONES
ESTADÍSTICAS VITALES,COSTA RICA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",REGISTRO ADMINISTRATIVO,"Pone a disposición los diversos documentos metodológicos de las operaciones estadísticas del INEC, facilita localizar por medio de la herramienta búsquedas avanzadas de las metodologias disponibles",,,,"Region de salud * Año * Edad * Defuncion * Institución * Metodos anticonceptivos * Antecedentes de
 salpingectomía * Mortalidad materna",Defunciones de mujeres en edad fértil. 2010 - 2012. Diagnósticos que podrían ocultar muertes maternas * Defunciones maternas 2002 - 2012. Proceso de búsqueda y reclasificación *,NACIONAL,SI,XLS,http://www.inec.go.cr/estadisticas-vitales,06/09/2016,NO ESTABLECIDO,2016,,,http://www.inec.go.cr/sites/default/files/documetos-biblioteca-virtual/mepoblacdefedadfertil2010-2012.pdf,
ESTADÍSTICAS VITALES,COSTA RICA,5 IGUALDAD DE GÉNERO,,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",REGISTRO ADMINISTRATIVO,"Pone a disposición los diversos documentos metodológicos de las operaciones estadísticas del INEC, facilita localizar por medio de la herramienta búsquedas avanzadas de las metodologias disponibles",,,,"Region de salud * Año * Edad * Defuncion * Institución * Metodos anticonceptivos * Antecedentes de
 salpingectomía * Mortalidad materna",Defunciones de mujeres en edad fértil. 2010 - 2012. Diagnósticos que podrían ocultar muertes maternas * Defunciones maternas 2002 - 2012. Proceso de búsqueda y reclasificación *,NACIONAL,SI,XLS,http://www.inec.go.cr/sites/default/files/documetos-biblioteca-virtual/mepoblacdefedadfertil2010-2012.pdf,06/09/2016,NO ESTABLECIDO,2016,,,http://www.inec.go.cr/sites/default/files/documetos-biblioteca-virtual/mepoblacdefedadfertil2010-2012.pdf,
ESTIMACIONES Y PROYECCIONES DE POBLACIÓN DISTRITALES 2000-2025,COSTA RICA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",REGISTRO ADMINISTRATIVO,"Pone a disposición los diversos documentos metodológicos de las operaciones estadísticas del INEC, facilita localizar por medio de la herramienta búsquedas avanzadas de las metodologias disponibles",,,,Region de salud * Año de trabajo * Edad * Defuncion * Metodos anticonceptivos * Mortalidad materna,Estimaciones y proyecciones de población distritales 2000-2025,NACIONAL,SI,XLS,http://www.inec.go.cr/poblacion/estimaciones-y-proyecciones-de-poblacion,06/09/2016,NO ESTABLECIDO,2014,,,http://www.inec.go.cr/metodologias,
ESTIMACIONES Y PROYECCIONES DE POBLACIÓN DISTRITALES 2000-2025,COSTA RICA,5 IGUALDAD DE GÉNERO,,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",REGISTRO ADMINISTRATIVO,"Pone a disposición los diversos documentos metodológicos de las operaciones estadísticas del INEC, facilita localizar por medio de la herramienta búsquedas avanzadas de las metodologias disponibles",,,,Region de salud * Año de trabajo * Edad * Defuncion * Metodos anticonceptivos * Mortalidad materna,Estimaciones y proyecciones de población distritales 2000-2025,NACIONAL,SI,XLS,http://www.inec.go.cr/poblacion/estimaciones-y-proyecciones-de-poblacion,06/09/2016,NO ESTABLECIDO,2014,,,http://www.inec.go.cr/metodologias,
CATÁLOGOS DE PRODUCTOS Y SERVICIOS INEC 2016,COSTA RICA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",REGISTRO ADMINISTRATIVO,"Divulgar una lista de documentos de investigación, metodológicos, series de índices e indicadores estadísticos, entre otros, elaborados no solo por el INEC, sino también aquellos que se elaboran en conjunto con otras Instituciones Nacionales",,,,Encuestas * Censos * Indicadores * Índice * Metodología * Sistematización,Presentar los diferentes documentos y registros de los productos y servicios realizados por el INEC y suministrados para consulta en la página web del INEC,NACIONAL,NO,NA,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",06/09/2016,NO ESTABLECIDO,feb.-16,,,http://www.inec.go.cr/sites/default/files/documetos-biblioteca-virtual/recatalogoproductos2016.pdf,
Mortalidad infantil y evolución reciente. 2016,COSTA RICA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,"INSTITUTO NACIONAL DE ESTADÍSTICAS Y CENSOS ""INEC""",REGISTRO ADMINISTRATIVO,"Poner a disposición los diversos documentos metodológicos de las operaciones estadísticas del INEC, facilitar localización por medio de la herramienta búsquedas avanzadas de las metodologias disponibles",,,,Año * Nacimiento * Defunciones infantiles * Tasa ocupacional * Tasa de desempleo * Indices de precios de construccion * Precios al consumidor * Bienes y servicios *,"Boletín semestral de mortalidad infantil y evolución reciente Datos preliminares * Indicadores del Mercado Laboral Costarricense * Índices de Precios de la Construcción Base Febrero 2012 Reporte mensual * Base Junio 2015 Julio 2016 Boletín mensual * Índices de Precios de la Construcción, Base Febrero 2012 Reporte mensual",NACIONAL,NO,NA,INEC,06/09/2016,ANUAL,2016,,,http://www.inec.go.cr/publicaciones,
"MORTALIDAD POR TUMORES MALIGNOS MAS FRECUENTES EN LA POBLACIÓN FEMENINA Y MASCULINA, SEGÚN PROVINCIA Y CANTÓN 2015",COSTA RICA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,JUNTA DE VIGILANCIA DE DROGAS Y ESTUPEFACIENTES,REGISTRO ADMINISTRATIVO,"Informar sobre mortalidad por tumores malignos y localización en el cuerpo humano más frecuentes en hombres y mujeres, por provincia y cantón",,,,Sexo * ´Localización más frecuente tumor * Año * Provincia * Cantón,Incidencia por tumores malignos más frecuentes en mujeres 2000-2009 * Incidencia por tumores malignos más frecuentes en hombres 2000-2011 * Mortalidad por tumores malignos más frecuentes en mujeres y hombres según año 2000-2011,NACIONAL,SI,XLSX,https://www.ministeriodesalud.go.cr/index.php/vigilancia-de-la-salud/estadisticas-y-bases-de-datos/estadisticas/estadistica-de-cancer-registro-nacional-tumores/mortalidad,06/09/2016,ANUAL,may.-16,,,https://www.ministeriodesalud.go.cr/index.php/vigilancia-de-la-salud/estadisticas-y-bases-de-datos/estadisticas,
ESTADÍSTICA MORTALIDAD INFANTIL Y MATERNA,COSTA RICA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,JUNTA DE VIGILANCIA DE DROGAS Y ESTUPEFACIENTES,REGISTRO ADMINISTRATIVO,"Presentar tasa de mortalidad infantil y materna, por provincia y cantón",,,,Provincia * Cantón * Distrito * Año * Nacimiento * Defunción,Trienio mortalidad infantil 2012-2014 * Trienio nacimientos y defunciones infantiles 2011,NACIONAL * PROVINCIA,SI,XLSX,https://www.ministeriodesalud.go.cr/index.php/vigilancia-de-la-salud/estadisticas-y-bases-de-datos/estadisticas/estadistica-mortalidad-infantil-y-materna,06/09/2016,TRIANUAL,may.-15,,,https://www.ministeriodesalud.go.cr/index.php/vigilancia-de-la-salud/estadisticas-y-bases-de-datos/estadisticas,
ESTADÍSTICA MORTALIDAD INFANTIL Y MATERNA,COSTA RICA,5 IGUALDAD DE GÉNERO,,SECTOR PÚBLICO,JUNTA DE VIGILANCIA DE DROGAS Y ESTUPEFACIENTES,REGISTRO ADMINISTRATIVO,"Presentar tasa de mortalidad infantil y materna, por provincia y cantón",,,,Provincia * Cantón * Distrito * Año * Nacimiento * Defunción,Trienio mortalidad infantil 2012-2014 * Trienio nacimientos y defunciones infantiles 2011,NACIONAL * PROVINCIA,SI,XLSX,https://www.ministeriodesalud.go.cr/index.php/vigilancia-de-la-salud/estadisticas-y-bases-de-datos/estadisticas/estadistica-mortalidad-infantil-y-materna,06/09/2016,TRIANUAL,may.-15,,,https://www.ministeriodesalud.go.cr/index.php/vigilancia-de-la-salud/estadisticas-y-bases-de-datos/estadisticas,
ENCUESTA GANADERA 2004,COSTA RICA,2 HAMBRE CERO,,SECTOR PÚBLICO,MINISTERIO DE AGRICULTURA Y GANADERÍA - CORPORACIÓN GANADERA (CORFOGA),ENCUESTA POR MUESTREO,Conocer el cambio que se produjo en el hato ganadero de las fincas muestreadas en el 2004 con respecto a la evaluación que se realizó con el Censo Ganadero 2000. En la Encuesta Ganadera 2004 se capturó información en 1074 fincas de estas se pudo localizar en el Censo Ganadero del 2000 un total de 969 9 fincas,,,,"Orientación productiva: Doble cría (DC), Carne engorde (CE), carne cría (CC)* Tamaño hato * Categoría de animales * Sexo animales * Edad animales","Distribución de las explotaciones por tamaño de hato y sistema productivo * Distribución de las fincas por tamaño del hato * Total de animales por actividad productiva y tamaño del hato * Total y promedio de animales por categoría * Comportamiento en el hato de hembras entre 2000 y 2004 * Mortalidad de animales por categoría y sistema productivo del hato * Natalidad por tamaño del hato * Extracción de terneros y novillas * Extracción de vacas, vaquillas y toros por tamaño del hato * Producción de leche",NACIONAL,SI,PDF,http://www.mag.go.cr/biblioteca_virtual_animal/Encuesta-Ganadera-2004.pdf,06/09/2016,NO ESTABLECIDO,oct.-05,,,http://www.mag.go.cr/buscador/Default.aspx,PARA EXTRACCIÓN
INFORME CENSO RAICES TROPICALES Y PIÑA,COSTA RICA,12 PRODUCCIÓN Y CONSUMO RESPONSABLES,,SECTOR PÚBLICO,MINISTERIO DE AGRICULTURA Y GANADERÍA - CORPORACIÓN GANADERA (CORFOGA),CENSO,"Contar con información actualizada, confiable y oportuna, sobre las estimaciones de producción de las actividades de Raíces Tropicales y Piña, además del área de naranja, de manera que esté a la disposición de los técnicos, productores (ras), procesadores, comercializadores, exportadores y público en general, un insumo tan importante para la toma de decisiones. Esta información permitirá, conocer la oferta regional de productos agrícolas, por cantón y distrito. Así como, facilitar información a las instituciones públicas y privadas que generan y transfieren tecnologías y mantener actualizada la información de oferta regional de los productos censados.",,,,Productores * Cultivo * Uso suelo * Área cosechada * Área sembrada * Cantón * Distrito * Cultivo * Mes * Toneladas métricas * Variedad naranja,"Distribución de número de productores por cultivo censado en la Región Huetar Norte. 2009 * Distribución del área total en hectáreas de las fincas censadas por uso
 del suelo. 2009 * Distribución de la extensión en hectáreas por período de siembra, según cultivo * Distribución de la extensión en hectáreas de raíces tropicales y piña, según cantón y distrito y periodo, 2009 * Estimación mensual del área a cosechar en hectáreas, la producción en toneladas del cultivo de camote, jengibre, malanga, ñampí, tiquisque, yampí, yuca, Piña y naranja, por periodos y por cantón",REGIÓN HUETAR NORTE,NO,NA,MINISTERIO DE AGRICULTURA Y GANADERÍA - CORPORACIÓN GANADERA (CORFOGA),06/09/2016,NO ESTABLECIDO,nov.-09,,,http://www.mag.go.cr/buscador/Default.aspx,
REGISTRO DE PYMES ACTIVAS Y NO ACTIVAS 2016,COSTA RICA,8 TRABAJO DECENTE Y CRECIMIENTO ECONÓMICO,,SECTOR PÚBLICO,"MINISTERIO DE ECONOMÍA, INDUSTRIA Y COMERCIO (MEIC)",REGISTRO ADMINISTRATIVO,Presentar listado actualizado de las Pymes registradas: Activas y no Activas.,,,,Identificación * Nombre de la Pyme * Razón social * Fecha vencimiento * Sector económico * Tamaño,PYMES activas a 31 de agosto 2016,NACIONAL,SI,XLSX,http://www.meic.go.cr/web/761/datos-abiertos/pyme/registro-de-empresas,07/09/2016,NO ESTABLECIDO,ago.-16,,,http://www.meic.go.cr/web/755/datos-abiertos/pyme,
REGISTRO DE IMPORTACIONES SEGÚN PAIS DE ORIGEN AJULIO 2016,COSTA RICA,17 ALIANZAS PARA LOGRAR LOS OBJETIVOS,,SECTOR PÚBLICO,MINISTERIO DE HACIENDA (MH),REGISTRO ADMINISTRATIVO,"Contribuir al desarrollo del comercio exterior, a través del control sobre la gestión y trámite de la actividad aduanera a nivel nacional, orientando esfuerzos a simplificar y facilitar el comercio internacional.",,,,Año * Mes * Inciso Nacional * Descripción * Pais de origen * Bultos * Peso bruto * Valor aduanero * Valor facturado,"Importaciones en perfeccionamiento activo por inciso nacional, según país de origen * Importaciones en zona franca por inciso nacional, según pais de origen * Importaciones definitivas por inciso nacional, según pais de origen a julio de 2016",NACIONAL,SI,XLSX,https://view.officeapps.live.com/op/view.aspx?src=http://www.hacienda.go.cr/docs/57c5c490e19a1_Importacion%20perfeccionamiento%20activo%20julio%202016.xlsx,08/09/2016,MENSUAL,jul.-16,,,http://www.hacienda.go.cr/contenido/370-estadisticas-de-importacion-y-exportacion,
"REGISTRO DE EXPORTACIONES POR INCISO NACIONAL, SEGÚN PAIS DE DESTINO AJULIO 2016",COSTA RICA,17 ALIANZAS PARA LOGRAR LOS OBJETIVOS,,SECTOR PÚBLICO,MINISTERIO DE HACIENDA (MH),REGISTRO ADMINISTRATIVO,"Contribuir al desarrollo del comercio exterior, a través del control sobre la gestión y trámite de la actividad aduanera a nivel nacional, orientando esfuerzos a simplificar y facilitar el comercio internacional.",,,,Año * Mes * Inciso Nacional * Descripción * Pais de origen * Bultos * Peso bruto * Valor aduanero * Valor facturado,"Importaciones en perfeccionamiento activo por inciso nacional, según país de origen * Importaciones en zona franca por inciso nacional, según pais de origen * Importaciones definitivas por inciso nacional, según pais de origen a julio de 2016",NACIONAL,SI,XLSX,https://view.officeapps.live.com/op/view.aspx?src=http://www.hacienda.go.cr/docs/57c5c4f1dff2e_Exportacion%20nacional%20julio%202016.xlsx,08/09/2016,MENSUAL,jul.-16,,,http://www.hacienda.go.cr/contenido/370-estadisticas-de-importacion-y-exportacion,
"MUERTES VIOLENTAS EN COSTA RICA (Homicidio, femicidio, suicidio y muertes por accidente de tránsito) 2008-2013",COSTA RICA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,,MINISTERIO DE JUSTICIA Y PAZ (MJP),,El objetivo de este informe es presentar de forma ordenada y sistemática los datos estadísticos de tal manera que se puedan conocer sus lógicas con miras a generar insumos para la toma de decisiones en materia de prevención de la violencia y el delito.,,,,Año * Homicidio * Sexo * Métod empleado * Suicidios * Tipo de accidente * Móvil colisión,"Homicidios dolosos por sexo según año de ocurrencia Periodo 2008-2013 * Homicidas involucrados en los casos de homicidio doloso por sexo Periodo 2008-2013 * Método empleado en femicidios Periodo 2008-2013 * Suicidios y tasa de suicidios en Costa Rica Periodo 2008 – 2013 * Número de personas fallecidas por accidentes de tránsito por tipo de accidente * Número de personas fallecidas por accidentes de tránsito según móvil de la colisión por sexo de la víctima, durante el año 2013",NACIONAL,NO,NA,MINISTERIO DE JUSTICIA Y PAZ (MJP),08/09/2016,NO ESTABLECIDO,dic.-14,,,http://www.mjp.go.cr/documentacion/Download.aspx?1044,
SITUACIÓN EPIDEMIOLÓGICA DEL CÁNCER- REGISTRO NACIONAL TUMORES,COSTA RICA,3 SALUD Y BIENESTAR,,SECTOR PÚBLICO,MINISTERIO DE SALUD (MINSA),REGISTRO ADMINISTRATIVO,"Presentar informe de la situación epidemiológica del cáncer en Costa Rica. Su incidencia por tipo de cáncer y género, localización en el cuerpo y determinar los índices de mortalidad.",,,,Localización * Año * Provincia de ocurrencia * Invasor * In Situ * Cantón,"Incidencia de tumores malignos más frecuentes en la población masculina, según localizacion anátomica y provincia de ocurrencia costa rica, 2012 * Mortalidad por tumores malignos más frecuentes en la población masculina, según localización anatómica y provincia de ocurrencia costa rica, 2013 * Incidencia de tumores malignos más frecuentes en la población femenina, según localización anatómica y provincia de ocurrencia * Incidencia de tumor maligno de cuello del útero según provincia de residencia, por comportamiento costa rica, 2012 * Mortalidad por tumores malignos más frecuentes en la población femenina, según localización anatómica y provincia de ocurrencia",NACIONAL,NO,NA,MINISTERIO DE SALUD (MINSA),08/09/2016,NO ESTABLECIDO,2014,,,https://www.ministeriodesalud.go.cr/index.php/vigilancia-de-la-salud/estadisticas-y-bases-de-datos,
ESTADÍSTICAS ARMAS MATRICULADAS O INSCRITAS Y ARMAS IMPORTADAS,COSTA RICA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,MINISTERIO DE SEGURIDAD PÚBLICA (MSP),MULTIPLES FUENTES,"La Dirección General de Armamento será la encargada de realizar las acciones necesarias para recuperar armas, cargadores, municiones, explosivos, aditamentos y accesorios, así como, equipo policial propiedad del Estado, que hayan sido sustraídos, extraviados o traslados de dominio en forma ilícita.Llevar el seguimiento y control de las armas matrículadas, físicas, jurídicas e importadas, por año",,,,Año * Armas matriculadas * Físicas * Jurídicas * Año * Pistolas * Revólver * Escopeta * Rifles * Carabina,"Armas matriculadas o inscritas, por año * Armas importadas por año",NACIONAL,SI,HTML,http://www.seguridadpublica.go.cr/direccion/armamento/estadisticas.aspx,08/09/2016,ANUAL,mar.-14,,,http://www.seguridadpublica.go.cr/direccion/armamento/estadisticas.aspx,PARA EXTRACCIÓN
"ESTADÍSTICA DEPARTAMENTOS DE: REGISTRO Y LICENCIAS, INSPECCIONES E INVESTIGACIONES Y DEPARTAMENTO LEGAL",COSTA RICA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,MINISTERIO DE SEGURIDAD PÚBLICA (MSP),,"Presentar seguimiento y control de la gestión realizada en los Departamentos de Registro y Licencias, Inspecciones e Investigaciones y el Departamento Legal",,,,Año * Empresa * Licencia vigente * Agente * Denuncias * Audiencias * Procesos disciplinarios,Histórico de la inscripción de las empresas y agentes de seguridad privada licencia vigente y carnet agente vigente * Denuncias recibidas Dpto de inspecciones e investigaciones * Audiencias realizadas y por realizar Dpto Legal * Autos de apertura realizados y pendientes Dpto Legal * Procesos disciplinarios,NACIONAL,SI,HTML,http://www.seguridadpublica.go.cr/direccion/seguridad_privada/estadisticas.aspx,08/09/2016,NO ESTABLECIDO,dic.-12,,,http://www.seguridadpublica.go.cr/direccion/seguridad_privada/estadisticas.aspx,PARA EXTRACCIÓN
LISTA DE MERCADERÍAS QUE REQUIEREN APROBACIÓN DE LA DIRECCIÓN GENERAL DE ARMAMENTO PARA SU DESALMACENAJE,COSTA RICA,"16 PAZ, JUSTICIA E INSTITUCIONES SÓLIDAS",,SECTOR PÚBLICO,MINISTERIO DE SEGURIDAD PÚBLICA (MSP),,Seguimiento y control de las mercaderías que requieren aprobación de la Dirección General de Armamento,,,,Partida arancelaria * Descripción * Nota técnica,Lista de mercaderías que requieren aprobación de la Dirección General de Armamento para su desalmacenaje,NACIONAL,SI,PDF,https://www.google.com.co/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiV9_H1-YDPAhVBlB4KHSsNAlwQFggcMAA&url=http%3A%2F%2Fwww.seguridadpublica.go.cr%2Fdireccion%2Farmamento%2FLista_de_mercancias_que_requieren_aprobacion_de_la_DGA_para_su_desalmacenaje.pdf&usg=AFQjCNH_2obmY0AfaI3GAEiTg8y3V8SxqQ,08/09/2016,NO ESTABLECIDO,NO INDICA,,,https://www.google.com.co/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiV9_H1-YDPAhVBlB4KHSsNAlwQFggcMAA&url=http%3A%2F%2Fwww.seguridadpublica.go.cr%2Fdireccion%2Farmamento%2FLista_de_mercancias_que_requieren_aprobacion_de_la_DGA_para_su_desalmacenaje.pdf&usg=AFQjCNH_2obmY0AfaI3GAEiTg8y3V8SxqQ,PARA EXTRACCIÓN
INVERSIÓN EN ACTIVIDADES CIENTÍFICAS Y TECNOLÓGICAS (ACT) E INVESTIGACIÓN Y DESARROLLO 2011,COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,"MINISTERIO DE CIENCIA, TECNOLOGÍA Y TELECOMUNICACIONES (MICITT)",REGISTRO ADMINISTRATIVO,"Presentar indicadores del proyecto de inversión INVERSIÓN EN ACT E I *D 2011, a nivel nacional en las diferentes sectoriales como: institucional, enseñanza e informacion y pública entre otros.",,,,Tipo de actividad * Sector * Año * Inversión en investigación* Área científica * Área tecnológica * Pais * Empresas,Inversión en ACT por tipo de actividad y sector ejecución * Inversión en I+D según área científica y sector de ejecución * Inversión en I+D/PIB varios países y regiones * Inversión en ACT respecto al PIB * Inversión en I+D respecto al PIB,NACIONAL,SI,XLSX,http://indicadores.micit.go.cr/dashboards/7953/inversion-en-act-e-id-2011/,08/09/2016,ANUAL,2011,,,http://indicadores.micit.go.cr/,
RECURSOS HUMANOS EN INVESTIGACIÓN Y DESARROLLO 2011,COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,"MINISTERIO DE CIENCIA, TECNOLOGÍA Y TELECOMUNICACIONES (MICITT)",ENCUESTA POR MUESTREO,"Facilitar la información de recurso humano dedicado a la investigación en ciencia y tecnología y telecomunicaciones, por zona geográfica y grado académico del área científica .",,,,Área científica * Nivel académico * Investigador * Grado académico * Sector de ejecución * Zona geográfica * N° de personas * Tipo Universidad,Investigadores según grado académico y área * Investigadores por área científica y nivel académico 2011* Investigadores según grado académico y sector de ejecución * Investigaciones con doctorado según zona geográfica de obtención * Personal dedicado a I+D 2011 * Diplomas otorgados según área científica y tipo de Universidad,NACIONAL,SI,XLSX,http://indicadores.micit.go.cr/dashboards/7971/recursos-humanos-en-id-2011/,08/09/2016,ANUAL,2011,,,http://indicadores.micit.go.cr/,
TIC´S EN EMPRESAS 2011,COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,"MINISTERIO DE CIENCIA, TECNOLOGÍA Y TELECOMUNICACIONES (MICITT)",ENCUESTA POR MUESTREO,"Facilitar el manejo de las Tecnologías de la Información y de la Comunicación por medio de los avances de redes inalámbricas e internet a disposición de las pequeñas, medianas y grandes empresas de Costa Rica.",,,,Conexiones de red * Mecanismos de seguridad informática * Uso cómputo en la nube * Tamaño Empresa * Tipo de uso TIC´S en computadoras * Uso de internet,Conexiones de red utilizadas por las empresas * Mecanismos de seguridad informática en empresas * Uso cómputo en la nube en las empresas * Uso de las computadoras en las empresas * Computadoras promedio por tamaño de empresa * Uso de computadoras en las empresas * Uso de internet en empresas,NACIONAL,SI,XLSX,http://indicadores.micit.go.cr/dashboards/7957/tics-en-empresas-2011/,08/09/2017,ANUAL,2011,,,http://indicadores.micit.go.cr/,
ACTIVIDADES INNOVACION EN EMPRESAS 2011,COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,"MINISTERIO DE CIENCIA, TECNOLOGÍA Y TELECOMUNICACIONES (MICITT)",ENCUESTA POR MUESTREO,Indicadores para caracterizar las empresas por sus actividades de innovación en los diversos sectores industriales y su acceso tecnológico como inversión y productividad para el crecimiento de cada una de las empresas de Costa Rica.,,,,Factor * Tipo de impacto * Tipo de innovación * Actividad innovación * Motivo no financiación,Factores que obstaculizan innovación * Impacto de las innovaciones empresariales según grado de importancia *Factores que obstaculizan innovación * Destino de innovación empresarial según tipo * Empresas innovadoras * Actividades dirigidas a innovación según orientación * Empresas que no accedieron a financiamiento según principales motivos,NACIONAL,SI,XLSX,http://indicadores.micit.go.cr/dashboards/7959/actividades-innovacion-en-empresas-2011/,08/09/2016,ANUAL,2011,,,http://indicadores.micit.go.cr/,
ACTIVIDADES INVESTIGACIÓN Y DESARROLLO EN EMPRESAS 2011,COSTA RICA,"9 INDUSTRIA, INNOVACIÓN E INFRAESTRUCTURA",,SECTOR PÚBLICO,"MINISTERIO DE CIENCIA, TECNOLOGÍA Y TELECOMUNICACIONES (MICITT)",ENCUESTA POR MUESTREO,"Presentar estadísticas de las actividades de las empresas e inversiones para promover incremento de porcentaje de ventas, inversiones y productividad empresarial.",,,,Tamaño empresa * Año *Regularidad de actividad* Agentes * Instituciones,Inversión promedio en I+D por tamaño de empresa * Regularidad de actividades I+D en empresas * Relación de empresas con agentes e instituciones * Inversion estimada en I+D sector empresarial * % de inversión en I+D de las ventas de las empresas,NACIONAL,SI,XLSX,http://indicadores.micit.go.cr/dashboards/7990/actividades-id-en-empresas-2011/,08/09/2011,ANUAL,2011,,,http://indicadores.micit.go.cr/,
ARANCELES,COSTA RICA,17 ALIANZAS PARA LOGRAR LOS OBJETIVOS,,SECTOR PÚBLICO,MINISTERIO DE COMERCIO EXTERIOR (COMEX),REGISTRO ADMINISTRATIVO,"Ofrecer al público información sobre aranceles, La información sobre aranceles y otros indicadores se origina en el Ministerio de Planificación Nacional y Política Económica (MIDEPLAN).",,,,Sector * Año,"Evolución del arancel promedio, por sector económico",NACIONAL,SI,XLSX,http://www.comex.go.cr/estadisticas/aranceles.aspx,09/09/2016,ANUAL,dic.-15,,,http://www.comex.go.cr/estadisticas/index.aspx,
ESTADÍSTICAS DE CERTIFICACIÓN DE SEMILLAS ESPECIES FORESTALES,COSTA RICA,2 HAMBRE CERO,,SECTOR PÚBLICO,OFICINA NACIONAL DE SEMILLAS,REGISTRO ADMINISTRATIVO,"Presentar estadística para las semillas Tecaz y Melina, desde el inicio del programa en 1994 a 2009",,,,Año * Semilla * Peso en kg * Valor,"Producción de Semilla Certificada de Teca y Melina 1994-2009 * Exportación de Semillas de Especies Forestales
 Teca y Melina 1994-2009",NACIONAL,SI,HTML,http://www.ofinase.go.cr/index.php?option=com_content&view=article&id=159%3Aestadisticas-certificacion-especies-foresales&catid=42%3Acertificaciondesemillas&Itemid=161&lang=es,09/09/2016,NO ESTABLECIDO,NO INDICA,,,http://www.ofinase.go.cr/index.php?option=com_content&view=article&id=159%3Aestadisticas-certificacion-especies-foresales&catid=42%3Acertificaciondesemillas&Itemid=161&lang=es,PARA EXTRACCIÓN
ESTADÍSTICAS DE CERTIFICACIÓN DE SEMILLAS ESPECIES FORESTALES,COSTA RICA,15 VIDA DE ECOSISTEMAS TERRESTRES,,SECTOR PÚBLICO,OFICINA NACIONAL DE SEMILLAS,REGISTRO ADMINISTRATIVO,"Presentar estadística para las semillas Tecaz y Melina, desde el inicio del programa en 1994 a 2009",,,,Año * Semilla * Peso en kg * Valor,"Producción de Semilla Certificada de Teca y Melina 1994-2009 * Exportación de Semillas de Especies Forestales
 Teca y Melina 1994-2009",NACIONAL,SI,HTML,http://www.ofinase.go.cr/index.php?option=com_content&view=article&id=159%3Aestadisticas-certificacion-especies-foresales&catid=42%3Acertificaciondesemillas&Itemid=161&lang=es,09/09/2016,NO ESTABLECIDO,NO INDICA,,,http://www.ofinase.go.cr/index.php?option=com_content&view=article&id=159%3Aestadisticas-certificacion-especies-foresales&catid=42%3Acertificaciondesemillas&Itemid=161&lang=es,PARA EXTRACCIÓN
